0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
20.342129,0.0,0.0,0.0,0.0,3.3217404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4389057,0.0,0.0,30.832832,0.0,3.1137168,0.0,0.0,0.0,0.0,0.0,0.0,8.011719,0.0,0.0,1.2031006,0.0,0.0,0.0,0.0,2.48079,0.0,0.0,0.0,0.0,17.910263,0.0,2.9293973,0.0,0.0,0.0,6.759355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5993066,0.0,0.0,15.002382,0.0,0.0,0.0,18.76842,0.0,0.0,3.0800414,0.0,2.7433538,0.24999458,1.3719796,0.0,0.0,0.0,2.020376,30.094835,0.0,0.0,13.866473,0.5452496,0.0,0.0,0.0,0.0,0.0,0.0,0.29958725,0.0,1.2598598,0.0,1.7326065,1.3141708,35.381153,0.0,0.0,0.0,0.0,16.553892,0.0,0.0,0.0,0.0,0.0,31.865356,0.0,0.0,0.0,4.1316757,0.0,0.0,0.0,0.98979175,42.98249
19.862186,0.0,0.0,0.0,0.0,4.925766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.007902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6087937,0.0,3.0317314,42.447517,0.0,4.9257493,9.338947,0.0,0.0,0.0,0.0,0.0,5.7129703,0.0,0.0,4.047734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1270485,0.0,5.096531,0.76189846,0.0,0.0,11.2464695,0.0,7.4648952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312103,0.0,0.0,17.339731,0.0,0.0,0.0,15.632976,0.0,0.0,4.3504972,0.0,5.569045,5.2105494,3.27737,0.0,0.0,0.0,0.0,14.236437,0.0,0.0,20.298216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1610537,0.0,5.7222886,5.7177334,37.23367,0.0,0.0,0.0,0.0,8.78868,0.0,0.0,0.0,0.0,0.0,31.116924,0.0,0.0,0.0,6.0875125,0.0,0.0,0.0,4.8911233,45.73899
15.440822,0.0,0.0,0.0,0.0,14.031574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.27104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.183022,0.0,25.243992,0.0,0.0,14.706872,20.380142,0.0,0.0,0.0,0.0,0.0,32.364376,0.0,0.0,15.0368185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.499196,0.0,13.372239,0.0,0.0,0.0,12.096459,0.0,21.172775,0.0,0.0,0.0,0.0,35.693035,0.0,0.0,13.701054,0.0,15.958326,7.9702697,0.0,0.0,0.0,10.891124,0.0,0.0,14.8734045,0.0,13.157966,17.56772,19.2974,0.0,0.0,0.0,0.0,5.911358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.34581,0.0,9.948792,13.754854,25.571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.969612,0.0,0.0,0.0,15.079307,0.0,0.0,0.0,11.321369,33.629005
0.0,0.0,0.0,34.85207,0.0,5.2387996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.213664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1923347,0.0,23.95788,0.0,0.0,4.510331,17.223156,0.0,0.0,0.0,0.0,0.0,39.19145,0.0,0.0,4.9963098,0.0,6.500524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.206286,0.0,0.0,0.0,5.4589667,0.0,17.077877,0.0,0.0,0.0,0.0,41.191677,0.0,0.0,4.777614,0.0,14.342228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2698545,0.0,4.145384,3.1727889,2.9780974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.435719,4.8933396,0.0,0.92396593,4.698483,42.938324,0.0,0.0,0.0,0.0,6.1645126,0.0,0.0,0.0,0.0,0.0,33.53056,0.0,0.0,0.0,6.7375984,0.0,0.0,0.0,0.4700396,51.04396
29.104084,0.0,0.0,0.0,0.0,4.6088324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46806297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923017,0.0,0.0,61.582775,0.0,1.9936419,7.8847075,0.0,0.0,0.0,0.0,0.0,11.993907,0.0,0.0,1.4480253,0.0,0.0,0.0,0.0,11.724798,0.0,0.0,0.0,0.0,27.337914,0.0,3.7601578,0.0,0.0,0.0,9.199567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.836957,0.0,0.0,22.11835,0.0,0.0,0.0,24.314669,0.0,0.0,3.048264,0.0,3.786123,0.13339931,0.0,0.0,0.0,0.0,0.0,22.326883,0.0,0.0,16.751741,4.747673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48881555,0.0,4.5424433,2.5902927,52.94164,0.0,0.0,0.0,0.0,8.228257,0.0,0.0,0.0,0.0,0.0,48.562267,0.0,0.0,0.0,5.232277,0.0,0.0,0.0,5.213242,61.804325
36.146545,0.0,0.0,0.0,0.0,9.097557,0.0,0.0,0.0,16.062233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.956823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.263985,0.0,1.0397475,70.32491,0.0,7.810893,5.6730413,0.0,0.0,0.0,0.0,0.0,11.493421,0.0,0.0,7.7075267,0.0,0.0,0.0,0.0,0.51184535,0.0,0.0,0.0,0.0,16.153904,0.0,8.724341,0.0,0.0,0.0,14.892197,0.0,0.6649067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.20333,0.0,0.0,22.22851,0.0,0.0,0.0,28.335024,0.0,0.0,6.953524,0.0,8.5692425,7.0625796,3.728129,0.0,0.0,0.0,0.0,22.850672,0.0,0.0,21.309849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0300274,0.0,7.455973,8.134977,50.599556,0.0,0.0,0.0,0.0,10.450042,0.0,0.0,0.0,0.0,0.0,47.70138,0.0,0.0,0.0,8.295604,0.0,0.0,0.0,10.109821,62.783504
17.45569,0.0,0.0,0.0,0.0,13.642132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.101875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5887785,0.0,29.397276,0.0,0.0,11.614665,25.685223,0.0,0.0,0.0,0.0,0.0,45.056324,0.0,0.0,13.118948,0.0,15.445695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6899776,0.0,12.819156,0.0,0.0,0.0,14.129566,0.0,16.188221,0.0,0.0,0.0,0.0,61.36122,0.0,0.0,14.022745,0.0,24.831972,7.0071425,0.0,0.0,0.0,11.805411,0.0,0.0,10.871217,0.0,12.206302,13.019865,13.015538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.454254,0.0,11.716872,13.934441,52.022865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.110863,0.0,0.0,0.0,14.988064,0.0,0.0,0.0,13.551453,60.946854
3.223926,0.0,0.0,0.0,0.0,13.927385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.145393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.584853,0.0,38.569332,0.0,0.0,12.413038,29.374165,0.0,0.0,0.0,0.0,0.0,58.51849,0.0,0.0,14.651519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920278,0.0,13.477371,0.0,0.0,0.0,7.663195,0.0,19.56142,0.0,0.0,0.0,0.0,75.25942,0.0,0.0,13.778492,0.0,30.446838,0.0,0.0,0.0,0.0,0.94508165,0.0,0.0,12.650756,0.0,11.821389,11.32704,12.049724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.51626,0.0,11.221942,12.675755,51.550472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.247658,0.0,0.0,0.0,15.010796,0.0,0.0,0.0,12.155486,61.40697
0.0,0.0,0.0,0.0,0.0,12.264238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.281062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.988182,0.0,29.022327,0.0,0.0,11.552369,21.25906,0.0,0.0,0.0,0.0,0.0,40.543976,0.0,0.0,12.779471,0.0,0.60909265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01518,0.0,0.0,0.0,8.033242,0.0,17.256422,0.0,0.0,0.0,0.0,47.66055,0.0,0.0,12.592279,0.0,29.747042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.959213,0.0,11.797833,13.912935,17.055225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.072284,0.0,7.819448,11.506956,33.315998,0.0,0.0,0.0,0.0,6.776645,0.0,0.0,0.0,0.0,0.0,27.713924,0.0,0.0,0.0,13.537306,0.0,0.0,0.0,9.961912,40.78072
23.295816,0.0,0.0,0.0,0.0,8.475558,0.0,0.0,0.0,16.799631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.312687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197743,0.0,7.623349,0.0,0.0,5.6274004,14.183237,0.0,0.0,0.0,0.0,0.0,20.253963,0.0,0.0,5.0379677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.060423,0.0,7.3652954,0.0,0.0,0.0,15.212636,0.0,5.599349,0.0,0.0,0.0,0.0,0.041506592,0.0,0.0,8.461607,0.0,0.0,17.21545,0.0,0.0,0.0,20.321173,0.0,0.0,5.7044907,0.0,7.4699025,3.2300847,3.0331688,0.0,0.0,0.0,0.0,29.494307,0.0,0.0,49.05292,1.2001435,0.0,0.0,0.0,0.0,0.0,0.0,5.096236,0.0,4.888002,0.0,5.7378483,6.589283,39.874138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.078014,0.0,0.0,0.0,10.001968,0.0,0.0,0.0,7.2129736,42.045147
